owneruserid,userid,NbrOfComments
51716,24593,1
51716,51716,1
51721,381,2
51721,29587,1
51724,13023,1
51724,18323,1
51724,51724,1
51733,45264,2
51733,51733,1
51743,381,1
51743,51743,1
51744,44039,1
51748,35644,1
51748,51748,1
51771,35644,3
51771,51771,5
51771,52823,4
51778,51778,1
51788,28175,1
51788,67710,1
51798,27432,1
51798,28175,3
51798,45264,1
51798,51798,2
51803,45264,1
51811,51811,1
51812,15828,1
51812,37898,1
51812,49700,3
51812,51812,11
51812,62054,1
51812,73851,1
51812,75657,1
51812,90569,1
51820,381,1
51836,23857,1
51836,40137,2
51836,51836,8
51836,53083,5
51836,65767,1
51836,75409,1
51837,381,1
51837,44039,2
51837,51837,2
51839,39234,1
51839,45726,1
51839,51839,1
51839,77956,1
51845,,2
51845,924,2
51845,29587,3
51845,51845,1
51852,51852,1
51856,924,1
51856,28175,1
51856,51856,1
51859,29575,1
51859,33397,1
51865,51865,1
51865,57453,1
51870,35644,1
51878,45264,2
51878,51878,1
51878,56380,1
51880,35644,1
51904,33202,1
51904,51904,1
51908,51714,1
51931,35644,1
51931,51931,1
51939,60645,1
51969,23614,1
51969,41771,1
51969,50363,1
51969,51969,1
51969,68023,1
51987,381,1
51988,21969,1
52011,71301,1
52012,33759,1
52017,28175,1
52017,35644,1
52021,50727,2
52021,52021,2
52035,33759,1
52035,35644,1
52037,35644,1
52061,471,1
52061,52061,1
52061,60954,1
52068,14779,3
52068,28175,6
52068,29587,2
52068,52068,10
52089,11,1
52089,8560,1
52089,18501,1
52089,18703,1
52089,20903,2
52089,23117,1
52089,28175,1
52089,35613,2
52089,39007,1
52089,39590,2
52089,41463,1
52089,44456,1
52089,44477,2
52089,45064,1
52089,45264,2
52089,47265,1
52089,47359,1
52089,47562,1
52089,47832,1
52089,50451,1
52089,51125,1
52089,51836,1
52089,51969,1
52089,52089,44
52089,52433,1
52089,52793,1
52089,52820,2
52089,52987,1
52089,52995,1
52089,53148,1
52089,53151,2
52089,53169,1
52089,53226,1
52089,53326,2
52089,53607,2
52089,54096,2
52089,54247,1
52089,54277,2
52089,54658,1
52089,54713,1
52089,54790,4
52089,57231,1
52089,57871,2
52089,60777,1
52089,61378,1
52089,62018,2
52089,65131,3
52089,65133,1
52089,66386,2
52089,67993,1
52089,68089,1
52089,69484,1
52089,70066,1
52089,70612,1
52089,71294,1
52089,71297,1
52089,74735,1
52089,74855,1
52089,77035,2
52089,90138,2
52096,28175,1
52106,924,3
52106,52106,2
52106,57453,1
52106,71587,3
52109,8841,1
52109,22074,1
52109,23708,1
52109,44477,1
52109,46007,1
52109,52109,10
52109,52121,1
52109,52472,1
52109,52572,1
52109,54118,2
52109,56923,2
52109,59601,3
52109,62707,1
52111,381,1
52121,35644,2
52121,52121,1
52122,51714,1
52129,50471,1
52143,53479,1
52148,51714,2
52148,52148,2
52172,29587,1
52172,50727,4
52172,52172,3
52187,29587,4
52187,52187,4
52191,50174,1
52196,70798,1
52206,29587,3
52206,52206,4
52207,4855,1
52207,52207,1
52213,15192,1
52213,52213,1
52237,25223,1
52237,52237,1
52241,35644,1
52241,52241,1
52243,32239,1
52250,24000,1
52250,35644,1
52250,52250,1
52257,49067,3
52257,52257,7
52257,53827,1
52257,57526,1
52257,58531,2
52257,58557,1
52257,58973,2
52257,59192,1
52269,52269,1
52275,52275,1
52275,55122,1
52275,64760,1
52285,34269,1
52290,52290,1
52291,836,1
52291,1156,1
52291,5268,2
52291,18703,3
52291,19212,2
52291,22074,1
52291,26917,1
52291,31599,1
52291,32024,1
52291,36977,1
52291,38091,3
52291,38492,1
52291,40515,1
52291,49341,1
52291,52291,80
52291,54292,5
52291,55122,1
52291,60902,1
52291,62959,1
52291,63304,1
52291,63327,1
52291,63652,3
52291,64138,1
52291,65447,1
52291,65573,1
52291,66022,1
52291,66387,1
52291,66974,1
52291,67294,1
52291,67328,1
52291,67361,2
52291,67605,2
52291,67755,2
52291,68440,2
52291,69073,1
52291,69335,4
52291,69471,1
52291,69484,4
52291,69538,1
52291,69822,3
52291,69904,1
52291,70066,1
52291,70074,1
52291,70152,1
52291,70407,2
52291,70587,5
52291,70674,2
52291,70946,1
52291,71086,1
52291,71219,2
52291,71262,1
52291,71359,3
52291,71442,1
52291,71538,1
52291,73559,1
52291,74012,2
52291,74140,1
52291,74223,1
52291,74855,3
52291,76145,1
52291,76779,2
52291,78847,1
52291,79879,1
52291,80416,1
52291,83406,1
52291,89219,1
52300,29412,2
52300,35644,1
52300,43077,1
52300,49293,1
52300,49700,6
52300,52300,11
52300,53283,4
52300,53793,1
52300,54587,4
52300,57099,2
52311,51836,1
52326,29587,1
52335,29587,1
52335,52335,1
52342,28175,1
52342,52342,1
52343,44139,1
52360,44039,1
52360,51659,3
52360,52360,3
52366,8820,1
52366,44039,1
52370,53937,1
52371,8560,1
52371,27702,2
52371,52371,2
52371,60499,1
52378,8560,1
52379,37184,1
52387,51659,1
52390,28175,1
52390,35644,1
52390,44456,1
52390,47488,1
52426,44456,1
52426,52426,3
52426,61756,3
52428,42498,1
52428,45713,1
52428,49017,2
52428,52428,9
52428,52952,1
52428,53278,4
52429,50307,1
52434,21995,1
52434,52434,4
52434,53479,4
52434,54395,3
52439,26562,1
52440,35644,1
52440,44039,1
52440,45264,1
52440,52089,1
52440,52440,1
52442,28175,1
52442,29587,1
52442,44039,1
52442,52442,1
52442,63108,1
52444,29587,5
52444,33202,1
52444,44039,1
52444,52444,3
52445,28175,2
52445,52445,1
52458,1156,1
52462,33202,2
52462,52462,1
52472,24218,1
52472,44039,1
52472,52472,1
52472,57526,1
52473,35644,1
52473,44083,1
52473,52473,1
52473,52483,1
52480,28175,4
52480,52480,4
52480,52719,1
52494,44139,1
52494,45264,1
52494,66030,1
52506,35644,2
52506,40853,1
52506,45064,1
52506,52506,3
52516,29587,1
52520,52520,1
52520,68023,1
52532,381,1
52532,29587,1
52532,35644,1
52532,52532,1
52533,52533,1
52533,67328,2
52538,381,1
52538,27114,1
52546,14372,1
52546,28175,1
52546,52546,1
52546,67328,1
52546,69092,1
52555,29587,4
52555,52555,5
52555,57688,1
52555,85516,1
52559,52559,2
52559,85398,2
52559,88021,1
52573,52573,2
52577,50727,1
52578,924,1
52578,52578,1
52588,42926,1
52588,52588,2
52588,55122,1
52590,50727,1
52594,41254,1
52595,23305,1
52595,52595,1
52605,29587,1
52608,381,1
52608,44039,1
52611,44039,2
52611,52611,1
52617,381,2
52617,52617,1
52618,303,1
52618,43605,1
52618,52618,2
52618,66608,2
52623,58368,1
52634,45264,1
52640,28194,1
52640,33202,1
52640,52640,1
52648,13012,1
52648,43077,1
52648,52648,1
52651,44393,1
52651,51714,1
52651,53357,1
52663,23240,1
52663,52663,3
52664,924,3
52664,50727,1
52664,52109,1
52664,52664,3
52669,27432,1
52669,52669,1
52670,18626,7
52670,43638,1
52670,52670,7
52672,381,1
52672,54944,1
52681,23240,1
52681,52681,2
52681,57429,1
52681,59868,4
52684,29412,1
52713,29587,1
52713,52713,1
52719,7739,1
52719,44456,1
52719,44477,1
52719,44560,2
52719,46504,1
52719,49217,1
52719,50406,1
52719,52719,8
52719,52950,1
52719,53278,1
52719,53664,2
52719,54040,1
52719,61362,2
52719,62238,1
52726,35644,1
52728,15527,1
52729,710,2
52729,28175,1
52729,29575,1
52729,31084,1
52729,35644,1
52740,471,1
52740,35644,1
52742,29203,1
52748,6550,1
52755,43000,1
52755,52755,1
52755,64377,2
52767,35644,1
52768,67982,1
52776,86831,1
52780,29587,1
52780,35644,1
52780,44456,1
52784,52697,1
52784,57526,1
52796,27983,1
52799,19261,3
52799,52799,1
52816,924,1
52816,41771,2
52816,44456,1
52816,52816,6
52816,53357,1
52816,68154,1
52816,68226,2
52820,29217,1
52820,52820,1
52820,68235,1
52823,51771,2
52823,52823,1
52832,29587,2
52832,52832,1
52840,53535,1
52846,924,5
52846,52846,3
52851,40422,1
52851,46645,1
52851,52851,1
52851,79176,2
52860,50157,1
52860,52860,1
52877,56654,1
52885,29575,1
52885,52885,1
52891,52891,2
52891,54799,4
52894,10640,1
52902,29587,2
52902,35644,3
52902,39208,1
52902,52902,7
52907,33202,1
52910,31106,1
52913,52913,1
52913,83473,1
52918,52918,1
52925,37662,1
52926,32745,1
52935,41728,1
52940,50727,1
52940,52940,1
52960,52960,2
52960,53367,1
52960,65062,1
52960,70970,1
52966,29587,1
52966,35644,1
52971,66765,1
52972,23305,1
52972,52972,1
52974,52974,1
52974,61406,3
52987,16538,1
52987,35644,1
52987,52987,1
52994,47832,4
52994,50727,1
52994,52994,3
52998,13296,1
53001,13012,7
53001,45374,1
53001,53001,7
53021,35644,1
53025,23305,1
53025,53025,1
53025,64377,1
53025,82659,1
53025,83155,1
53030,17208,1
53030,50363,1
53038,23305,1
53038,53038,1
53039,8560,2
53039,53039,1
53040,35644,3
53040,53040,2
53046,35644,1
53056,836,3
53056,53056,3
53057,23305,1
53068,8560,1
53083,23305,1
53088,381,1
53088,14588,1
53100,6550,1
53107,46886,1
53110,38887,1
53110,45166,1
53115,53115,1
53115,57094,1
53120,53120,1
53120,60099,1
53127,69089,1
53137,28175,3
53137,53137,1
53139,52975,3
53139,53139,1
53148,381,1
53157,47832,7
53157,53157,4
53162,60503,1
53163,35644,1
53169,33202,1
53169,53169,2
53169,63565,2
53184,836,2
53184,53184,1
53204,53204,1
53204,54096,1
53204,70066,1
53204,70822,1
53204,70834,1
53215,381,1
53215,35644,2
53221,21257,3
53221,53221,3
53223,,1
53252,27114,1
53274,1330,1
53274,10814,2
53274,53274,3
53274,61445,1
53274,71442,1
53278,38887,1
53278,44139,1
53278,44456,1
53278,52719,2
53278,53278,5
53278,67483,1
53279,21,1
53283,33202,1
53283,44139,3
53283,45264,2
53283,52089,1
53283,53283,3
53287,44456,1
53303,38887,1
53303,53940,1
53303,54395,1
53303,58549,1
53320,381,1
53322,53322,3
53322,54586,1
53325,29587,1
53325,52719,2
53325,53325,2
53326,381,1
53326,8560,2
53326,53326,2
53352,69089,1
53354,49017,1
53354,53354,1
53357,,4
53357,836,3
53357,50406,1
53357,53002,2
53357,53127,2
53357,53357,29
53357,55122,1
53357,59425,1
53357,66989,2
53357,67081,5
53357,67089,1
53357,67148,1
53357,67200,1
53357,69744,1
53357,73912,2
53357,75511,1
53357,75857,3
53357,75868,2
53357,75934,1
53357,76321,1
53357,82308,2
53357,82487,1
53357,88336,1
53361,33202,2
53361,45264,1
53361,46143,2
53361,53361,3
53361,53479,1
53366,14560,1
53366,64377,1
53367,62802,1
53367,79687,1
53372,24883,1
53372,51129,1
53372,53372,2
53376,44456,2
53376,52719,1
53376,53376,3
53383,2724,1
53390,600,1
53390,28175,2
53390,53390,1
53400,43077,1
53400,47832,1
53400,53400,2
53400,53489,6
53418,8560,1
53418,51659,2
53418,53418,1
53425,8560,1
53425,53425,1
53451,8560,1
53451,53451,1
53452,31626,1
53452,53452,1
53453,2523,1
53453,16220,1
53453,35644,1
53453,53453,1
53464,29134,1
53464,53464,1
53467,45264,2
53467,53467,1
53477,8560,1
53477,41591,1
53477,44139,2
53477,45264,4
53477,53477,9
53477,53479,3
53479,,1
53479,14904,1
53479,15241,1
53479,29575,1
53479,46375,1
53479,46780,4
53479,52257,1
53479,53479,21
53479,54009,3
53479,57834,6
53479,59550,1
53479,64179,3
53479,68377,1
53479,73062,1
53498,33934,1
53498,45264,1
53498,53498,2
53507,28175,2
53507,35644,4
53507,53507,1
53516,8560,2
53516,53516,2
53534,45264,1
53535,53535,1
53535,58368,1
53555,38751,2
53555,53555,1
53560,41058,1
53560,53560,1
53565,28175,6
53565,53565,6
53575,23305,1
53575,45264,1
53575,52719,1
53575,53793,1
53575,55108,1
53575,59085,1
53576,26394,1
53576,53576,1
53582,32240,1
53582,35386,1
53582,47832,1
53582,53283,1
53582,53582,1
53629,53629,2
53629,53645,2
53639,8820,1
53639,26019,1
53639,53639,1
53648,10814,2
53648,45264,1
53648,52300,1
53648,53648,4
53653,53653,1
53675,35644,1
53681,35644,1
53682,29587,1
53689,26394,1
53689,53689,1
53721,55108,1
53731,70315,1
53732,53731,1
53734,924,1
53735,26394,1
53735,53735,1
53744,471,2
53744,53744,2
53758,471,1
53758,53744,1
53758,53758,1
53760,45198,3
53760,46230,1
53760,53760,6
53760,59025,1
53760,69051,3
53760,73930,1
53760,84570,1
53761,836,2
53761,8560,1
53761,53761,1
53767,381,1
53767,35644,1
53770,28175,1
53789,471,2
53789,53789,1
53790,28175,2
53790,62166,1
53793,471,1
53793,30507,1
53793,35644,1
53793,53789,3
53793,53793,3
53793,54875,2
53793,56689,1
53796,35644,1
53796,53796,1
53799,29587,1
53799,35644,4
53799,47832,3
53799,53799,4
53799,56716,1
53812,,1
53812,1029,1
53812,16853,1
53812,24858,3
53812,35644,1
53812,39362,1
53812,46371,1
53812,47170,1
53812,53812,11
53812,54178,2
53812,54917,1
53812,59004,1
53812,60971,1
53812,63449,1
53812,63540,1
53812,64553,2
53812,65493,2
53812,66386,1
53812,66411,1
53812,66596,1
53812,67342,1
53812,67483,1
53812,67605,2
53818,11136,2
53818,54118,1
53824,26394,1
53824,29118,1
53824,53824,1
53824,54395,1
53827,53827,1
53849,53849,2
53849,71442,1
53849,83192,2
53850,32320,1
53850,53850,1
53857,29575,1
53864,35644,1
53885,471,1
53885,8005,1
53885,45264,1
53885,53885,2
53890,44456,1
53890,53890,1
53928,45264,2
53928,53928,2
53932,53283,1
53937,53937,1
53940,2511,2
53940,53940,8
53940,54118,3
53940,54277,2
53943,43077,1
53943,53943,5
53943,56694,4
53946,8646,1
53948,,1
53948,924,3
53948,53948,2
53948,53999,1
53950,471,1
53950,10522,1
53950,23240,1
53950,37510,4
53950,44607,2
53950,45264,1
53950,53950,11
53950,57588,3
53950,86339,1
53959,108,1
53959,53959,3
53959,80803,3
53976,53976,1
53985,29134,2
53985,53985,2
53988,471,1
53988,36977,1
53994,57752,1
53994,60683,1
53994,84571,1
53999,53948,1
54009,35644,1
54009,53582,1
54024,23240,1
54024,54024,1
54024,64188,2
54030,381,1
54030,54030,1
54040,54040,3
54040,62446,2
54044,50363,1
54044,53479,2
54044,54044,3
54046,4839,1
54046,28175,2
54046,45069,1
54046,45264,1
54046,54046,4
54046,55122,1
54046,63031,1
54050,33202,1
54050,45264,1
54054,35644,3
54054,54054,2
54064,42926,2
54064,54064,1
54075,65305,1
54096,39847,1
54096,54044,1
54096,54096,7
54096,58585,1
54096,59171,1
54096,70774,2
54096,71043,1
54096,76626,1
54096,80580,1
54100,35644,1
54100,49454,1
54105,21,2
54105,54105,1
54115,54115,2
54115,59085,1
54115,65189,1
54115,73476,1
54115,75152,1
54120,39387,1
54120,54120,1
54128,47832,1
54128,54128,1
54167,54395,1
54188,23240,2
54188,44456,1
54188,45264,1
54188,50959,1
54188,52628,1
54188,54188,3
54189,28175,1
54189,47832,1
54205,15927,1
54205,54187,1
54205,54205,2
54205,69315,2
54216,47832,1
54221,6550,1
54221,35644,1
54221,45374,1
54221,54221,1
54221,56442,1
54224,50795,1
54224,54224,1
54229,35644,1
54229,53479,1
54229,54096,2
54229,54229,1
54229,66315,1
54236,21257,1
54236,29587,1
54236,54236,1
54236,59085,1
54246,32963,1
54246,43605,3
54246,44680,1
54246,49884,1
54246,52816,1
54246,54246,6
54246,54247,1
54246,54442,1
54246,54571,1
54246,65767,1
54252,,2
54252,31608,2
54252,54205,1
54252,54252,4
54252,68491,1
54266,381,1
54266,54266,1
54270,381,1
54271,1330,1
54271,35644,1
54271,50519,1
54271,51714,1
54277,381,1
54277,28175,1
54277,32440,1
54277,40556,2
54277,54277,4
54277,58034,1
54280,35644,1
54285,35644,1
54285,54266,1
54285,54285,3
54290,14560,1
54290,54290,1
54292,54292,2
54292,64533,3
54299,38887,2
54299,54299,2
54329,28175,1
54343,54343,1
54343,59446,2
54361,381,1
54361,54361,1
54364,44139,1
54364,54364,1
54383,54944,1
54390,59171,1
54393,6550,1
54393,54229,1
54395,6,1
54395,836,1
54395,16379,2
54395,23240,1
54395,26394,1
54395,35644,1
54395,38467,3
54395,38887,1
54395,44139,1
54395,44432,1
54395,46780,1
54395,46995,5
54395,50441,3
54395,54044,2
54395,54395,47
54395,55122,1
54395,56522,1
54395,56593,4
54395,56936,2
54395,57108,1
54395,57398,1
54395,57559,1
54395,57610,1
54395,57975,1
54395,60503,1
54395,62882,1
54395,64876,1
54395,67361,2
54395,68283,1
54395,68888,1
54395,74457,1
54395,75165,1
54395,79490,2
54395,82276,1
54395,84229,5
54395,84378,1
54395,85104,1
54395,86339,1
54395,86770,1
54395,87085,1
54395,87552,1
54395,87819,2
54395,87863,1
54404,30668,1
54426,924,1
54426,28175,1
54439,54439,1
54439,59504,1
54442,27983,1
54442,54442,1
54443,21596,2
54443,54443,1
54464,35644,1
54468,381,1
54468,15569,1
54487,47832,1
54491,26394,1
54491,54491,1
54509,924,1
54509,54509,7
54509,57570,1
54509,57617,2
54509,71219,1
54509,74166,3
54509,79489,2
54534,14904,1
54534,40853,2
54534,53582,2
54534,54534,2
54552,28175,1
54554,54554,1
54555,59085,1
54555,62029,1
54557,71218,1
54564,33934,1
54568,45264,1
54571,62573,1
54575,49590,1
54579,54579,1
54579,59085,1
54581,44139,4
54581,53582,3
54581,54581,2
54584,52719,1
54586,23305,1
54586,26019,1
54586,44139,3
54586,53322,1
54586,54586,3
54586,54660,1
54600,54581,1
54600,54600,1
54612,28175,1
54612,51541,1
54612,54612,1
54623,28175,2
54623,37330,1
54623,38887,1
54623,44139,1
54623,45069,5
54623,54623,8
54627,41591,2
54627,49143,1
54627,54627,1
54635,381,1
54661,23204,1
54661,43000,1
54661,54661,2
54663,35644,1
54663,47832,1
54670,45374,2
54670,54670,1
54671,25193,1
54671,50450,2
54671,54671,1
54700,54700,2
54700,55122,1
54700,84891,1
54706,28175,1
54713,14675,1
54713,28175,1
54713,29587,1
54713,54713,2
54715,16938,1
54715,70088,1
54721,62641,1
54722,28175,2
54722,53479,2
54722,54722,1
54733,16220,2
54733,52300,1
54737,31457,1
54737,54737,1
54749,45264,1
54754,23204,1
54754,53357,1
54757,21,1
54757,28175,2
54757,54757,1
54774,28175,1
54774,53322,1
54777,11061,1
54799,6550,1
54799,14006,2
54799,54799,1
54799,71442,1
54815,381,1
54820,924,1
54836,53607,1
54836,54395,2
54836,54586,1
54836,54836,7
54836,54874,1
54836,55042,2
54836,56157,1
54837,45264,1
54839,54839,1
54839,63471,2
54846,16220,1
54855,54855,1
54855,65776,3
54857,1426,1
54859,28175,1
54875,53793,1
54875,54875,1
54907,54907,2
54907,84408,2
54922,45610,5
54922,54922,4
54922,65699,1
54927,28175,1
54929,54929,1
54929,59171,1
54941,381,1
54944,31626,1
54944,44287,2
54944,45935,2
54944,51939,1
54944,54944,15
54944,56499,3
54944,56503,1
54944,56935,2
54944,56985,1
54944,57385,2
54944,58949,1
54944,59909,1
54944,61088,2
54944,62095,1
54944,62938,2
54944,63009,1
54944,64308,4
54944,65323,2
54944,73566,1
54944,86670,1
54949,64686,1
54955,35364,1
54961,54961,1
54968,108,1
54968,52799,2
54968,54968,1
54968,62565,1
54981,924,1
54981,38887,1
54981,54981,2
54986,8560,1
54986,33202,3
54986,54986,3
54992,10372,1
54992,23586,1
54992,28175,1
54992,54992,3
55001,45264,1
55024,8560,2
55025,27114,1
55027,14588,1
55027,23204,1
55027,44139,1
55027,55027,2
55028,51541,1
55028,55028,1
55044,35644,1
55049,35644,2
55049,44139,1
55049,44389,1
55049,45264,3
55049,55049,6
55051,44389,1
55051,45374,1
55051,55051,1
55074,54820,1
55074,55074,1
55076,381,1
55108,8013,1
55108,25589,1
55108,55108,1
55122,,1
55122,156,2
55122,15518,1
55122,18401,1
55122,18945,1
55122,35597,1
55122,38608,2
55122,38911,5
55122,39830,1
55122,41692,1
55122,44074,1
55122,46563,1
55122,52250,1
55122,53648,1
55122,55122,64
55122,58488,2
55122,58743,1
55122,59825,3
55122,61417,4
55122,62078,3
55122,64876,2
55122,66029,1
55122,66117,1
55122,66386,2
55122,67423,1
55122,67931,1
55122,68013,1
55122,68232,2
55122,69249,1
55122,69471,3
55122,69822,2
55122,70169,1
55122,71219,1
55122,71301,1
55122,71442,4
55122,71952,2
55122,73912,2
55122,73919,2
55122,74719,2
55122,74846,1
55122,75580,1
55122,75831,1
55122,76475,2
55122,76579,1
55122,76631,1
55122,76779,5
55122,76825,2
55122,77366,2
55122,77875,1
55122,78207,1
55122,78896,2
55122,78983,2
55122,79049,4
55122,79504,1
55122,80969,2
55122,82778,2
55122,82861,1
55122,83473,1
55122,84051,1
55122,85897,2
55122,86123,1
55122,86339,1
55122,86840,3
55122,87545,1
55122,87652,1
55122,88088,1
55122,88475,2
55122,88703,1
55122,89176,3
55122,89795,2
55122,90349,1
55130,47832,2
55130,55130,1
55147,924,1
56157,60503,1
56159,29575,2
56159,47832,1
56159,54395,5
56159,56159,6
56164,10372,2
56164,54395,2
56164,56164,2
56177,8644,1
56177,59904,1
56192,51129,1
56192,56192,1
56195,56195,2
56195,66974,1
56195,85442,1
56207,21,1
56207,15569,1
56207,28175,3
56207,56207,1
56215,34269,1
56227,23305,1
56227,56227,4
56227,56412,4
56229,44329,1
56229,56229,1
56230,28175,3
56230,56230,2
56230,61103,1
56233,32492,1
56233,35644,1
56233,56233,1
56237,44456,1
56237,56237,2
56246,23204,1
56246,43000,1
56246,44139,5
56246,56246,7
56257,56257,1
56257,71219,1
56257,71442,2
56257,83192,1
56266,50727,1
56292,54395,3
56292,55108,1
56292,56292,2
56299,45907,1
56299,56299,2
56300,64377,1
56300,83542,1
56313,52269,1
56322,28175,1
56322,56322,1
56339,18626,2
56339,56339,1
56344,46230,2
56344,54040,1
56344,56344,2
56344,56421,1
56345,67412,1
56354,10814,1
56354,29781,2
56354,47126,1
56354,56354,13
56354,56922,2
56354,57019,1
56354,57429,2
56354,58418,5
56354,60710,1
56354,63378,2
56354,67412,1
56354,67437,3
56354,71442,2
56354,73441,2
56354,76137,2
56354,89795,1
56354,90745,1
56354,90839,3
56355,10216,2
56355,56355,2
56363,31046,3
56363,56363,3
56373,1426,1
56380,53489,1
56380,56380,1
56380,71442,1
56401,836,3
56401,15828,1
56401,28175,1
56401,56401,5
56406,44139,2
56406,45374,1
56406,53760,1
56406,53793,1
56406,56344,1
56408,44926,1
56408,56408,1
56412,44926,4
56412,56412,4
56412,85362,1
56414,108,1
56414,28175,1
56414,56414,1
56421,52719,3
56421,56421,1
56433,56433,1
56433,88336,1
56443,381,1
56499,21,1
56499,8560,1
56499,56499,1
56503,16220,3
56503,28175,1
56503,56503,1
56515,29575,1
56515,56515,1
56524,73930,1
56533,16220,1
56533,28175,1
56533,35644,1
56533,55010,1
56536,5380,1
56536,56536,1
56537,45264,2
56537,56537,2
56544,56544,1
56549,65541,1
56570,54395,1
56579,45507,1
56589,23240,1
56589,61445,1
56593,15569,1
56593,56593,1
56613,43469,1
56613,52719,1
56613,56613,2
56624,33202,1
56641,37184,1
56654,51125,1
56654,56654,2
56655,45505,1
56655,54096,1
56655,75045,1
56679,66974,1
56689,13736,1
56689,35644,1
56689,56689,1
56702,47488,2
56702,56702,3
56703,29412,1
56703,35644,1
56716,31200,2
56716,45610,1
56716,56716,1
56719,54395,2
56719,56719,2
56734,53950,2
56734,56734,1
56753,836,3
56753,28175,1
56753,56753,4
56760,27432,1
56761,924,1
56761,56761,2
56761,70066,4
56765,28175,2
56765,47832,1
56774,836,2
56774,56774,1
